,Disease,Herb
14460,Common Cold,Bulbus Allii Fistulosi
14461,Common Cold,Acanthopanax trifoliatus
14462,Common Cold,Dennstaedtia scabra [Syn. Dicksonia scabra]
14463,Common Cold,Farfugium japonicum
14464,Common Cold,Fructus Forsythiae
14465,Common Cold,Isodon ternifolia
14466,Common Cold,Conyza bonariensis
14467,Common Cold,Trifolium pratense
14468,Common Cold,Dichotomanthes tristaniaecarpa
14469,Common Cold,Lysimachia capillipes
14470,Common Cold,Arctium lappa
14471,Common Cold,Heracleum scabridum
14472,Common Cold,Atalantia buxifolia [Syn. Severinia buxifolia ]
14473,Common Cold,Micromelum integerrimum
14474,Common Cold,Radix Ilicis Asprellae
14475,Common Cold,Tamarix chinensis
14476,Common Cold,Lysimachia congestiflora
14477,Common Cold,Hypericum patulum
14478,Common Cold,Rabdosia rubescens
14479,Common Cold,Aconitum gymnandrum
14480,Common Cold,Drosera peltata var. lunata
14481,Common Cold,Teucrium bidentatum
14482,Common Cold,Zanthoxylum planispinum
14483,Common Cold,Blainvillea acmella
14484,Common Cold,Pandanus tectorius
14485,Common Cold,Tephrosia purpurea
14486,Common Cold,Radix Clematidis
14487,Common Cold,Peucedanum terebinthaceum
14488,Common Cold,Ligustrum sinense
14489,Common Cold,Erigeron breviscapus
14490,Common Cold,Betula luminifera
14491,Common Cold,Asarum maximum
14492,Common Cold,Lysimachia foenum-graecum
14493,Common Cold,Sobina chinensis
14494,Common Cold,Ramulus Cinnamomi Preparata
14495,Common Cold,Achillea alpina [Syn. Achillea sibirica ]
14496,Common Cold,Morinda parvifolia
14497,Common Cold,Mosla dianthera
14498,Common Cold,Phlomis mongolica
14499,Common Cold,Cassytha filiformis
14500,Common Cold,Plagiogyria stenoptera
14501,Common Cold,Hedyotis capitellata
14502,Common Cold,Mentha piperita
14503,Common Cold,Adiantum capillus- veneris
14504,Common Cold,Blechnum orientale
14505,Common Cold,Abrus precatorius
14506,Common Cold,Eupatorium japonicum
14507,Common Cold,Lespedeza bicolor
14508,Common Cold,Cassia laevigata [Syn. Cassia floribunda]
14509,Common Cold,Rumex hastatus
14510,Common Cold,Phyllanthus emblica
14511,Common Cold,Rhizoma Atractylodis Praeparata
14512,Common Cold,Tylophora mollissima
14513,Common Cold,Dregea volubilis
14514,Common Cold,Pleurospermum rivulorum
14515,Common Cold,Ligularia dictyoneura [Syn. Senecio dictyoneurus ]
14516,Common Cold,Chloranthus serratus
14517,Common Cold,Ferula borealis
14518,Common Cold,Eupatorium chinense
14519,Common Cold,Pseudobulbus Cremastrae seu Pleiones;Asarum sagittarioides
14520,Common Cold,Physalis peruviana
14521,Common Cold,Melaleuca leucadendra
14522,Common Cold,Eucalyptus tereticornis
14523,Common Cold,Zanthoxylum myriacanthum
14524,Common Cold,Lysimachia microcarpa
14525,Common Cold,Radix Bupleuri
14526,Common Cold,Boenninghausenia albiflora
14527,Common Cold,Euphoria longan [Syn. Dimocarpus longan]
14528,Common Cold,Eichhornia crassipes
14529,Common Cold,Folium Mahoe
14530,Common Cold,Ocimum basilicum
14531,Common Cold,Biebersteinia heterostemon
14532,Common Cold,Fructus Momordicae
14533,Common Cold,Herba Asari
14534,Common Cold,Asarum caulescens;Caulescent Wildginger
14535,Common Cold,Anisomeles indica [Syn. Epimeredi indica]
14536,Common Cold,Fructus Arctii lappae
14537,Common Cold,Artemisia dracunculus
14538,Common Cold,Valeriana jatamansii [Syn. Valeriana wallichii ]
14539,Common Cold,Asarum forbesii
14540,Common Cold,Rabdosia yuennanensis
14541,Common Cold,Heracleum hemsleyanum
14542,Common Cold,Radix Astragali
14543,Common Cold,Salvia plebeia
14544,Common Cold,Geum japonicum
14545,Common Cold,Mollugo pentaphylla
14546,Common Cold,Urena lobata
14547,Common Cold,Radix Angelicae Dahuricae
14548,Common Cold,Flos Trollii chinensis
14549,Common Cold,Chondrus ocelladus
14550,Common Cold,Sinodielsia yunnanensis
14551,Common Cold,Chloranthus japonicus
14552,Common Cold,Abutilon indicum
14553,Common Cold,Chrysanthemum indicum
14554,Common Cold,Asarum caulescens
14555,Common Cold,Ophiorrhiza pumila
14556,Common Cold,Physalis pubescens
14557,Common Cold,Alstonia yunnanensis
14558,Common Cold,Eucalyptus globulus
14559,Common Cold,Rostellularia procumbens [Syn. Justicia procumbens]
14560,Common Cold,Clinopodium chinense
14561,Common Cold,Xanthium sibiricum [Syn. Xanthium strumarium ]
14562,Common Cold,Vitex negundo
14563,Common Cold,Isodon rosthornii
14564,Common Cold,Folium Mori
14565,Common Cold,Clerodendron fortunatum
14566,Common Cold,Veronica anagallis-aquatica
14567,Common Cold,Rubus hirsutus
14568,Common Cold,Picria felterrae
14569,Common Cold,Forsythia viridissima
14570,Common Cold,Heracleum rapula
14571,Common Cold,Mimosa pudica
14572,Common Cold,Isodon irrorata
14573,Common Cold,Corydalis taliensis
14574,Common Cold,Osmorhiza aristata var. laxa
14575,Common Cold,Desmodium pulchellum [Syn. Phyllodium pulchellum]
14576,Common Cold,Herba Centipedae
14577,Common Cold,Rubus parviforlius
14578,Common Cold,Gentiana algida
14579,Common Cold,Ilex rotunda
14580,Common Cold,Scutellaria discolor
14581,Common Cold,Conioselinum vaginatum
14582,Common Cold,Libanotis buchtormensis
14583,Common Cold,Swertia patens
14584,Common Cold,Murraya euchrestifolia [Syn. Clausena euchrestifolia ]
14585,Common Cold,Porana racemosa
14586,Common Cold,Alternanthera philoxeroides
14587,Common Cold,Pteris vittata
14588,Common Cold,Murraya kwangsiensis
14589,Common Cold,Casuarina equisetifolia
14590,Common Cold,Spora Lygodii
14591,Common Cold,Inula helianthus- aquatica
14592,Common Cold,Matricaria chamomilla [Syn. Matricaria recutita ]
14593,Common Cold,Argemone mexicana
14594,Common Cold,Rhizoma Zingiberis Recens
14595,Common Cold,Cipadessa baccifera
14596,Common Cold,Cinnamomum parthenoxylum [Syn. Cinnamomum porrectum ]
14597,Common Cold,Ficus hispida
14598,Common Cold,Salvia prionitis
14599,Common Cold,Asparagus officinalis
14600,Common Cold,Stephania sinica
14601,Common Cold,Glycosmis citrifolia
14602,Common Cold,Cymbopogon distans
14603,Common Cold,Clausena dunniana
14604,Common Cold,Onychium japonicum [Syn. Tricomanes japonicum]
14605,Common Cold,Ageratum conyzoides
14606,Common Cold,Wedelia chinensis
14607,Common Cold,Stelmatocrypton khasianum
14608,Common Cold,Teucrium pilosum [Syn. Teucrium japonicum var. pilosum]
14609,Common Cold,Cinnamomum glanduliferum
14610,Common Cold,Rorippa montana
14611,Common Cold,Boenninghausenia sessilicarpa
14612,Common Cold,Teucrium quadrifarium
14613,Common Cold,Herba andrographitis
14614,Common Cold,Hyptis suaveolens
14615,Common Cold,Caltha palustris
14616,Common Cold,Artemisia japonica
14617,Common Cold,Mentha spicata
14618,Common Cold,Dracocephalum moldavicum
14619,Common Cold,Flos Chrysanthemi
14620,Common Cold,Passiflora caerulea
14621,Common Cold,Rabdosia coetsa
14622,Common Cold,Lindera angustifolia
14623,Common Cold,Sabina chinensis
14624,Common Cold,Polygonum persicaria
14625,Common Cold,Eucalyptus citriodora
14626,Common Cold,Ampelopsis grossedentata [Syn. Ampelopsis cantoniesis var. grossedentata ]
14627,Common Cold,Radix et Rhizoma Thalictri
14628,Common Cold,Acronychia pedunculata
14629,Common Cold,Dracocephalum rupestre
14630,Common Cold,Radix Stemonae Preparata
14631,Common Cold,Saussurea pulchella
14632,Common Cold,Tilia miqueliana
14633,Common Cold,Solidago virgaurea
14634,Common Cold,Camellia sinensis [Syn. Thea sinensis]
14635,Common Cold,Sansevieria trifasciata
14636,Common Cold,Cyclea barbata
14637,Common Cold,Onychium lucidum
14638,Common Cold,Rabdosia eriocalyx
14639,Common Cold,Astilbe chinensis
14640,Common Cold,Swertia punicea
14641,Common Cold,Orixa japonica
14642,Common Cold,Glinus lotoides [Syn. Mollugo lotoides ]
14643,Common Cold,Artemisia myriantha
14644,Common Cold,Adiantum monochlamys
14645,Common Cold,Alstonia scholaris
14646,Common Cold,Elsholtzia ciliata
14647,Common Cold,Stenoloma chusanum
14648,Common Cold,Hymenodictyon excelsum
14649,Common Cold,Clausena dentata
14650,Common Cold,Eucalyptus robusta
14651,Common Cold,Hedyotis auricularia
14652,Common Cold,Cratoxylum cochinchinense
14653,Common Cold,Beesia calthaefolia
14654,Common Cold,Dryopteris championii
14655,Common Cold,Hypecoum leptocarpum
14656,Common Cold,Veronicastrum sibiricum
14657,Common Cold,Phlomis umbrosa
14658,Common Cold,Blumea balsamifera
14659,Common Cold,Radix Saposhnikoviae divaricatae
14660,Common Cold,Ludwigia octovalvis
14661,Common Cold,Ilex pubescens
14662,Common Cold,Allium ascalonicum
14663,Common Cold,Symplocos chinensis
14664,Common Cold,Sium latifolium
14665,Common Cold,Gentianopsis paludosa
14666,Common Cold,Aquilegia ecalcarata
14667,Common Cold,Microcos paniculata [Syn. Grewia microcos ]
14668,Common Cold,Aralia decaisneaa
14669,Common Cold,
14670,Common Cold,Rhododendron mucronulatum
14671,Common Cold,Ardisia arborescens
14672,Common Cold,Perilla frutescens
14673,Common Cold,Corchorus olitorius
14674,Common Cold,Phtheirospermum japonicum [Syn. Geradia japonica]
14675,Common Cold,Kyllinga brevifolia
14676,Common Cold,Herba Commelie
14677,Common Cold,Origanum vulgare
14678,Common Cold,Hypericum ascyron
14679,Common Cold,Caesalpinia minax
14680,Common Cold,Viburnum odoratissimum
14681,Common Cold,Artemisia rupestris
14682,Goiter,Nemacystus decipiens [Syn. Mesogloea decipiens
14683,Goiter,Spica Prunellae
14684,Goiter,Rhizoma Pinelliae
14685,Goiter,Hydrangea umbellata
14686,Goiter,Citrus junos
14687,Goiter,Ulva lactuca
14688,Goiter,Gloiopeltis furcata
14689,Goiter,Fructus Akebiae
14690,Goiter,Dysosma pleiantha [Syn. Podophyllum pleianthum]
14691,Goiter,Sargassum vachellianum
14692,Goiter,Eucheuma muricatum
14693,Goiter,Syngnathus acus
14694,Goiter,Thallus Lamiriae
14695,Goiter,Porphyra tenera
14696,Goiter,Zostera marina
14697,Goiter,Rhizoma Dioscoreae bulbiferae
14698,Goiter,Baccharis indica [Syn. Pluchea indica]
14699,Goiter,Chorda filum
14700,Goiter,Fructus Forsythiae
14701,Goiter,"Bos taurus domesticus, Bubalus bubalis"
14702,Goiter,Enteromorpha clathrata
14703,Cerebral Atherosclerosis,Radix Salviae liguliobae
14704,Scurvy,Ilex paraguariensis
14705,Scurvy,Nasturtium officinale
14706,Periostitis,Flos Trollii chinensis
14707,Periostitis,Brandisia hancei
14708,Coughing,Cynoglossum zeylanicum
14709,Coughing,Woodfordia fruticosa
14710,Coughing,Cudrania cochinchinensis
14711,Coughing,Kummerowia striata
14712,Coughing,Herba Cirsii;Herba Cirsii segeti
14713,Coughing,Rubia yunnanensis
14714,Coughing,Dioscorea cirrhosa [Syn. Dioscorea pogonoides]
14715,Coughing,Pteris cretica var. nervosa [Syn. Pteris nervosa ]
14716,Coughing,Corydalis taliensis
14717,Coughing,Lemmaphyllum microphyllum var. obovatum
14718,Coughing,Sonchus asper [Syn. Sonchus oleraceus var. asper ]
14719,Coughing,Selaginella uncinata
14720,Coughing,Buxus bodinieri
14721,Coughing,Onychium japonicum [Syn. Tricomanes japonicum]
14722,Bone Tuberculosis,Tripterygium hypoglaucum
14723,Bone Tuberculosis,Lysionotus pauciflorus
14724,Bone Tuberculosis,Psychotria serpens
14725,Bone Tuberculosis,Stellera chamaejasme
14726,Bone Tuberculosis,
14727,Bone Tuberculosis,Juglans mandshurica
14728,Hypothyroidism,Sargassum
14729,Keratitis,Radix Bupleuri
14730,Keratitis,Murraya kwangsiensis
14731,Manic,Succus Bambusae
14732,Manic,Millettia reticulata
14733,Manic,Scopolia japonica
14734,Manic,Calculus Equi
14735,Manic,Pheretima aspergillum
14736,Chronic Urticaria,herba Menthae;Mentha haplocalyx Briq
14737,Tinnitus,Helianthus annuus
14738,Tinnitus,Radix Polygoni Multiflori Preparata
14739,Tinnitus,Nigella glandulifera
14740,Tinnitus,Semen Sesami
14741,Tinnitus,Acorus calamus
14742,Tinnitus,Haematitum
14743,Tinnitus,Astragalus complanatus
14744,Tinnitus,Formica fusca
14745,Tinnitus,Fructus Ligustri lucidi
14746,Tinnitus,Polygonum multiflorum
14747,Tinnitus,Colla Cornus Cervi
14748,Tinnitus,Caragana chamlagu
14749,Tinnitus,herba ecliptae
14750,Tinnitus,Swertia punicea
14751,Tinnitus,Ligustrum robustum
14752,Tinnitus,Nigella damascena
14753,Tinnitus,Rhizoma Dryriae
14754,Tinnitus,Mahonia bealei
14755,Tinnitus,Morus alba
14756,Tinnitus,Cynanchum bungei
14757,Tinnitus,Crotalaria ferruginea
14758,Tinnitus,Semen Sesami Nigrum
14759,Tinnitus,Oleum Sesami
14760,Tinnitus,"Cervus nippon , Cervus elaphus"
14761,Tinnitus,Rhizoma Acori Talarinowii
14762,Tinnitus,Fructus Corni
14763,Tinnitus,Radix Rehmanniae Preparata
14764,Tinnitus,Magnetitum
14765,Tinnitus,Magnetitum Preparata
14766,Tinnitus,Rhizoma Polygoti
14767,Tinnitus,Folium Mahoe
14768,Tinnitus,Polygonum chinense
14769,Melancholia,Fructus Gardeniae
14770,Thromboangiitis Obliterans,Folium Llicis Chinensis
14771,Thromboangiitis Obliterans,Euonymus bungeanus
14772,Thromboangiitis Obliterans,Boenninghausenia sessilicarpa
14773,Thromboangiitis Obliterans,Ilex pubescens
14774,Thromboangiitis Obliterans,Pinus massoniana
14775,Food Poisoning,Glycine max
14776,Food Poisoning,Helicia nilagirica
14777,Food Poisoning,Lycoris radiata [Syn. Amaryllis radiata]
14778,Food Poisoning,Herba Aristolochiae;Fibraurea recisa Pierre
14779,Food Poisoning,Lycoris squamigera
14780,Gall Bladder Diseases,Fructus Phyllanthi
14781,Dermatitis,Rehmannia glutinosa [Syn. Rehmannia glutinosa f. huechingensis]
14782,Dermatitis,Nauclea officinalis
14783,Dermatitis,Vepris louisii
14784,Dermatitis,Clinopodium chinense
14785,Dermatitis,Lysimachia candida
14786,Dermatitis,Tephrosia purpurea
14787,Dermatitis,Radix Angelicae sinensis
14788,Dermatitis,Galium verum
14789,Dermatitis,Ligustrum sinense
14790,Dermatitis,Flos Genkwa
14791,Dermatitis,Solanum verbascifolium
14792,Dermatitis,Glochidion eriocarpum
14793,Dermatitis,Asparagus gobicus
14794,Dermatitis,Tripterygium hypoglaucum
14795,Dermatitis,Phyllanthus emblica
14796,Dermatitis,Evodia lepta [Syn. Ilex lepta ]
14797,Dermatitis,Rhizoma Coptidis
14798,Dermatitis,Flos Carthami
14799,Dermatitis,Radix Pulsatillae
14800,Dermatitis,Thalictrum petaloideum
14801,Dermatitis,Securidaca inappendiculata
14802,Dermatitis,
14803,Dermatitis,Herba Swertiae
14804,Dermatitis,Hyptis suaveolens
14805,Dermatitis,Phyllanthus flexuosus
14806,Dermatitis,Radix Salviae liguliobae
14807,Dermatitis,Plumbagella micrantha
14808,Dermatitis,Radix Cynchi Paniculati
14809,Dermatitis,Convolvulus arvensis
14810,Dysuria,Marsdenia tenacissima
14811,Dysuria,Marsilea quadrifolia
14812,Dysuria,Plantago asiatica
14813,Dysuria,Pachyrrhizus erosus
14814,Dysuria,Broussonetia papyrifera
14815,Dysuria,Amaranthus lividus
14816,Dysuria,Iris lactea var. chinensis [Syn. Iris pallasii var. chinensis]
14817,Dysuria,Zanthoxylum ailanthoides
14818,Dysuria,Polygonum hydropiper
14819,Dysuria,Exocarpium Benincasae
14820,Dysuria,Spora Lygodii
14821,Dysuria,Medulla Tetrapacis
14822,Dysuria,Parasilurus asotus
14823,Dysuria,Flos Dolichoris
14824,Osteomalacia,Psoralea corylifolia
14825,Cor pulmonale,Huperzia serrata [Syn. Lycopodium serratum ]
14826,Cor pulmonale,Folium Pini
14827,Nocturia,Anthriscus sylvestris
14828,Acute pancreatitis,Radix Bupleuri
14829,Spastic,Ilex pubescens
14830,Spastic,Radix Paeoniae Rubra; Lignum Paeoniae Rubra
14831,Insomnia,Crotalaria mucronata
14832,Insomnia,Lysimachia davurica
14833,Insomnia,Oviductus Ranae
14834,Insomnia,Passiflora caerulea
14835,Insomnia,Armillariella mellea
14836,Insomnia,Ganoderma Lucidum seu Japonicum
14837,Insomnia,Salvia trijuga
14838,Insomnia,Rauvolfia yunnanensis
14839,Insomnia,Rhizoma Anemarrhee
14840,Insomnia,Cynanchum thesioides
14841,Insomnia,Ophiopogon japonicus
14842,Insomnia,Folium Pini
14843,Insomnia,Arillus Longan
14844,Insomnia,Schisandra chinensis
14845,Insomnia,Crotalaria albida
14846,Insomnia,Semen Sojae
14847,Insomnia,Semen Ziziphi Spinosae
14848,Insomnia,Medulla Junci
14849,Insomnia,Formica fusca
14850,Insomnia,Gallus gallus domesticus
14851,Insomnia,Flos Chrysanthemi Indici
14852,Insomnia,Humulus lupulus
14853,Insomnia,Polygonum multiflorum
14854,Insomnia,Lychnis fulgens
14855,Insomnia,Choerospondias axillaris
14856,Insomnia,Semen Sojae Praeparata
14857,Insomnia,Radix Ginseng
14858,Insomnia,Mimosa pudica
14859,Insomnia,Margarita
14860,Insomnia,Salsola collina
14861,Insomnia,Apocynum venetum
14862,Insomnia,Hypodematium sinense
14863,Insomnia,Semen Nelumbinis
14864,Insomnia,"Ostrea rivularis, Ostrea talienwhanensis, Ostrea gigas"
14865,Insomnia,Sorghum vulgare
14866,Insomnia,Morus alba
14867,Insomnia,Rhodiola kirilowii
14868,Insomnia,Polygala arillata
14869,Insomnia,Polygala tenuifolia
14870,Insomnia,Cynanchum bungei
14871,Insomnia,Nelumbo nucifera
14872,Insomnia,Passiflora edulis
14873,Insomnia,Poriae Alba
14874,Insomnia,Concha Mauritiae Arabicae
14875,Insomnia,Flos Albiziae
14876,Insomnia,Rauvolfia verticillata
14877,Insomnia,Bulbus Lilii
14878,Insomnia,Menyanthes trifoliata
14879,Insomnia,Panax ginseng [Syn. Panax schinseng ]
14880,Insomnia,Albizzia odoratissima
14881,Insomnia,cinnabaris;Cinnabaris
14882,Insomnia,Hericium erinaceus [Syn. Hydnum erinaceus ]
14883,Insomnia,Lethariella cladonioides
14884,Insomnia,Cristaria plicata
14885,Insomnia,Acanthopanax senticosus [Syn. Eleutherococcus senticosus ]
14886,Insomnia,Radix Liriopes
14887,Insomnia,Leucaena glauca [Syn. Leucaena leucocephala ]
14888,Insomnia,Rhizoma Coptidis
14889,Insomnia,Ustilago maydis
14890,Insomnia,Valeriana officinalis
14891,Insomnia,Sedum kamtschaticum
14892,Insomnia,Radix Scrophulariae
14893,Insomnia,Rubia yunnanensis
14894,Insomnia,Magnetitum
14895,Insomnia,
14896,Insomnia,Magnetitum Preparata
14897,Insomnia,Plumula Nelumbinis
14898,Insomnia,Albizzia julibrissin
14899,Insomnia,Fluoritum
14900,Insomnia,Poria; Sclerotium Poriae Cocos; Sclerotium Poriae Cocos
14901,Insomnia,Lentinus lepideus
14902,Insomnia,Poria
14903,Insomnia,Radix Salviae liguliobae
14904,Insomnia,Thamnolia vermicularis
14905,Insomnia,Bulbus Lilii Preparata
14906,Insomnia,Polygonum multiflorum;Caulis Polygoni Multiflori
14907,Tonsillitis,Rehmannia glutinosa [Syn. Rehmannia glutinosa f. huechingensis]
14908,Tonsillitis,Tupistra wattii [Syn. Campylandra wattii]
14909,Tonsillitis,Nauclea officinalis
14910,Tonsillitis,Physalis alkekengi
14911,Tonsillitis,Flos Lonicerae
14912,Tonsillitis,Swertia chinensis
14913,Tonsillitis,Hypericum patulum
14914,Tonsillitis,Betula platyphylla var. japonica
14915,Tonsillitis,Ficus microcarpa
14916,Tonsillitis,Radix Clematidis
14917,Tonsillitis,Conyza blinii
14918,Tonsillitis,Trollius macropetalus
14919,Tonsillitis,Crotalaria ferruginea
14920,Tonsillitis,Eupatorium japonicum
14921,Tonsillitis,Symplocos caudata
14922,Tonsillitis,Herba Corydalis bungeae
14923,Tonsillitis,Herba Humuli Scandentis;Rhaponticum carthamoides
14924,Tonsillitis,Ferula borealis
14925,Tonsillitis,Radix Scutellariae
14926,Tonsillitis,Elephantopus scaber
14927,Tonsillitis,Veratrilla baillonii
14928,Tonsillitis,Radix Sophorae Tonkinensis
14929,Tonsillitis,Wedelia chinensis
14930,Tonsillitis,Boenninghausenia sessilicarpa
14931,Tonsillitis,Herba Swertiae
14932,Tonsillitis,Pleuropterus ciliinervis
14933,Tonsillitis,Senecio scandens [Syn. Senecio chinensis]
14934,Tonsillitis,Herba andrographitis
14935,Tonsillitis,Taraxacum mongolicum
14936,Tonsillitis,Radix Salviae liguliobae
14937,Tonsillitis,Herba Aristolochiae;Fibraurea recisa Pierre
14938,Hepatitis,Prismatomeris tetrandra
14939,Hepatitis,Mallotus japonicus
14940,Hepatitis,Hypecoum erectum
14941,Hepatitis,Euphorbia milii
14942,Hepatitis,Potentilla multifida
14943,Hepatitis,Calycis Melo
14944,Hepatitis,Cycas revoluta
14945,Hepatitis,Elsholtzia bodinieri
14946,Hepatitis,Gentiana scabra var. buesgeri
14947,Hepatitis,Fagopyrum cymosum [Syn. Polygonum cymosum ]
14948,Hepatitis,Wikstroemia chamaedaphne
14949,Hepatitis,Bauhinia variegata
14950,Hepatitis,Berberis amurensis
14951,Hepatitis,Scutellaria galericulata
14952,Hepatitis,Apis cerana
14953,Hepatitis,Tadehagi triquetrum
14954,Hepatitis,Senecio nemorensis
14955,Hepatitis,Polygala arillata
14956,Hepatitis,Iris dichotoma
14957,Hepatitis,Selaginella sinensis
14958,Hepatitis,Aconitum tanguticum
14959,Hepatitis,Swertia pseudochinensis
14960,Hepatitis,Cyrtomium fortunei
